"srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","comp1_rate","comp1_inv","comp1_rate_percent_diff","comp2_rate","comp2_inv","comp2_rate_percent_diff","comp3_rate","comp3_inv","comp3_rate_percent_diff","comp4_rate","comp4_inv","comp4_rate_percent_diff","comp5_rate","comp5_inv","comp5_rate_percent_diff","comp6_rate","comp6_inv","comp6_rate_percent_diff","comp7_rate","comp7_inv","comp7_rate_percent_diff","comp8_rate","comp8_inv","comp8_rate_percent_diff","click_bool","gross_bookings_usd","booking_bool"
"17","2012-11-05 19:52:18","18","129","NULL","NULL","31","87596","3","2.5","0","6.91","0.727","5.07","28","182.98","0","6285","4","194","4","1","2","1","NULL","433.87","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","0"
"17","2012-11-05 19:52:18","18","129","NULL","NULL","31","90634","4","4.0","0","6.4","0.1864","5.54","1","185.54","1","6285","4","194","4","1","2","1","NULL","434.46","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","NULL","0"
"17","2012-11-05 19:52:18","18","129","NULL","NULL","31","91671","3","4.0","0","6.74","0.7005","5.14","8","225.21","0","6285","4","194","4","1","2","1","NULL","433.54","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"17","2012-11-05 19:52:18","18","129","NULL","NULL","31","101782","4","4.0","0","6.9","0.7543","5.7","32","231.61","1","6285","4","194","4","1","2","1","NULL","433.87","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","NULL","0"
"17","2012-11-05 19:52:18","18","129","NULL","NULL","31","104381","4","4.0","0","6.74","0.6728","5.3","24","262.32","0","6285","4","194","4","1","2","1","NULL","433.67","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"17","2012-11-05 19:52:18","18","129","NULL","NULL","31","114872","4","4.5","0","6.82","0.7505","5.73","18","225.21","0","6285","4","194","4","1","2","1","NULL","433.61","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"17","2012-11-05 19:52:18","18","129","NULL","NULL","31","116414","3","3.0","0","6.89","0.7614","5.22","13","165.07","0","6285","4","194","4","1","2","1","NULL","433.92","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"17","2012-11-05 19:52:18","18","129","NULL","NULL","31","119357","3","4.0","0","6.88","0.7592","5.04","27","190.66","0","6285","4","194","4","1","2","1","NULL","433.98","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","1","0","3","1","1","7","NULL","NULL","NULL","0","NULL","0"
"17","2012-11-05 19:52:18","18","129","NULL","NULL","31","122245","3","3.5","0","6.72","0.6225","5.12","16","221.37","0","6285","4","194","4","1","2","1","NULL","433.69","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"17","2012-11-05 19:52:18","18","129","NULL","NULL","31","136312","4","4.0","0","6.91","0.7394","5.49","31","301.98","0","6285","4","194","4","1","2","1","NULL","433.89","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","6225","2","3.5","0","3.85","0.029","4.95","12","108.26","1","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","15024","3","0.0","0","2.08","NULL","4.29","17","57.22","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","19748","3","4.0","0","4.19","NULL","4.92","19","71.14","1","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","1","0","81","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","20383","3","0.0","0","3.74","NULL","4.74","26","85.06","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","31","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","21183","4","4.0","0","3.78","0.1496","5.04","7","102.07","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","12","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","24015","3","4.0","0","3.69","0.509","4.77","13","139.19","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","32232","2","0.0","0","3.78","NULL","4.95","29","20.11","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","33118","3","4.0","0","3.87","NULL","4.77","14","77.33","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","35574","2","0.0","0","3.81","NULL","4.49","27","66.5","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","36101","3","4.5","0","3.43","0.1363","4.79","2","57.22","1","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","-1","0","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","38976","2","0.0","0","3.91","NULL","4.32","30","20.11","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","38994","2","4.0","0","3.87","NULL","3.8","32","24.74","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","40534","3","4.0","0","4.2","NULL","4.75","24","74.23","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","48069","3","4.5","0","3.26","NULL","4.52","21","69.59","1","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","48813","3","0.0","0","3.71","NULL","3.95","31","37.12","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","58294","3","3.5","0","3.91","0.5598","4.89","5","78.87","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","61662","3","3.5","0","4.04","0.537","4.54","4","47.94","1","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","-1","0","14","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","222.58","1"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","73519","3","4.0","0","4.03","0.5771","4.59","11","54.13","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","73547","3","0.0","0","4.04","0.5969","4.98","15","103.62","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","82632","4","4.5","0","3.85","0.5697","5.4","3","126.82","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","88685","2","4.0","0","4.14","0.4154","4.56","8","72.69","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","92347","3","4.0","0","3.58","NULL","4.51","28","46.4","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","93867","3","0.0","0","3.99","0.0897","5.05","9","60.32","1","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","18","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","102266","3","4.5","0","3.78","NULL","4.79","25","171.67","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","111509","3","2.5","0","4.26","0.1405","4.77","18","94.34","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","119830","3","4.0","0","3.83","NULL","5.29","20","89.7","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","120188","3","4.0","0","3.89","0.5367","4.86","6","71.14","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","128170","3","4.5","0","4.04","0.6075","4.77","1","64.96","1","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","2","NULL","1","NULL","1","0","17","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"21","2013-02-18 17:16:25","15","55","NULL","NULL","216","138307","4","0.0","0","3.85","NULL","5.47","23","119.08","0","18161","4","62","1","0","1","0","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","3","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","2863","3","4.0","1","1.95","0.027","4.51","1","68.0","0","3735","1","0","2","0","1","0","NULL","766.18","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","12255","2","4.5","1","2.4","0.0078","4.75","13","78.0","0","3735","1","0","2","0","1","0","NULL","766.53","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","20707","4","4.0","0","2.2","0.089","4.87","2","48.0","1","3735","1","0","2","0","1","0","NULL","767.4","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","22710","3","3.5","0","2.2","0.1054","4.4","10","47.0","1","3735","1","0","2","0","1","0","NULL","766.48","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","1","0","17","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","23228","4","4.0","0","3.26","0.3676","4.44","22","42.0","1","3735","1","0","2","0","1","0","NULL","767.86","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","1","47.1","1"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","30829","2","3.5","1","1.39","0.0034","4.22","29","55.0","0","3735","1","0","2","0","1","0","NULL","767.03","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","50684","3","3.5","1","1.61","0.0014","4.85","30","110.0","0","3735","1","0","2","0","1","0","NULL","764.04","0","NULL","NULL","NULL","0","0","NULL","-1","0","7","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","53298","2","3.5","0","3.14","0.0655","4.54","24","53.0","1","3735","1","0","2","0","1","0","NULL","767.92","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","54036","3","4.5","1","1.79","0.0050","4.87","35","109.0","0","3735","1","0","2","0","1","0","NULL","765.87","0","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","54226","4","4.0","0","1.79","0.0559","4.76","4","45.0","0","3735","1","0","2","0","1","0","NULL","767.26","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","56370","2","3.5","1","1.39","0.0034","4.32","28","65.0","0","3735","1","0","2","0","1","0","NULL","767.02","0","NULL","NULL","NULL","1","0","7","1","0","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","7","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","61189","3","4.0","0","1.39","0.0148","4.21","27","40.0","0","3735","1","0","2","0","1","0","NULL","763.54","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","61885","3","3.5","1","1.79","0.0061","5.72","36","139.0","0","3735","1","0","2","0","1","0","NULL","766.02","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","63731","3","5.0","1","0.69","5.0E-4","5.27","33","119.0","0","3735","1","0","2","0","1","0","NULL","761.97","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","-1","0","16","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","16","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","65623","3","4.0","1","2.3","0.0153","4.92","9","110.0","0","3735","1","0","2","0","1","0","NULL","766.33","0","NULL","NULL","NULL","0","0","NULL","-1","0","4","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","66171","3","4.0","1","2.08","0.0181","4.41","6","65.0","0","3735","1","0","2","0","1","0","NULL","766.33","0","NULL","NULL","NULL","0","0","NULL","-1","0","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","66209","4","4.0","1","3.26","0.2481","4.17","19","32.0","1","3735","1","0","2","0","1","0","NULL","767.78","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","68528","4","4.0","0","2.08","0.205","4.29","7","49.0","1","3735","1","0","2","0","1","0","NULL","766.29","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","69645","2","3.5","1","1.39","0.0012","4.18","32","75.0","0","3735","1","0","2","0","1","0","NULL","762.43","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","79870","2","4.0","1","2.2","0.1053","4.06","8","37.0","1","3735","1","0","2","0","1","0","NULL","766.48","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","81772","3","3.5","0","3.22","0.2775","4.16","18","29.0","0","3735","1","0","2","0","1","0","NULL","768.08","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","83281","2","3.5","1","2.08","0.0555","4.37","12","45.0","0","3735","1","0","2","0","1","0","NULL","767.35","0","NULL","NULL","NULL","1","0","11","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","88629","2","2.5","1","0.69","0.0017","4.23","31","35.0","0","3735","1","0","2","0","1","0","NULL","768.04","0","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","91587","3","4.5","1","1.61","0.0213","4.93","3","129.0","0","3735","1","0","2","0","1","0","NULL","766.24","0","NULL","NULL","NULL","0","0","NULL","-1","0","10","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","112716","4","4.0","0","1.61","0.0512","4.42","14","48.0","0","3735","1","0","2","0","1","0","NULL","764.98","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","118859","3","4.0","1","3.26","0.3584","4.45","21","27.0","1","3735","1","0","2","0","1","0","NULL","767.93","0","NULL","NULL","NULL","1","0","19","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","120046","4","4.0","0","3.26","0.0955","4.68","16","50.0","0","3735","1","0","2","0","1","0","NULL","767.68","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","120328","2","3.5","1","1.79","0.0061","4.52","34","62.0","0","3735","1","0","2","0","1","0","NULL","766.02","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","122279","2","3.0","1","3.04","0.0080","4.2","26","38.0","0","3735","1","0","2","0","1","0","NULL","767.34","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","125384","3","3.5","1","2.77","0.0071","4.49","25","60.0","0","3735","1","0","2","0","1","0","NULL","767.08","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","1","0","16","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","126136","4","4.0","0","3.26","0.3928","4.65","20","39.0","0","3735","1","0","2","0","1","0","NULL","767.93","0","NULL","NULL","NULL","0","0","NULL","1","0","2","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","126803","2","4.0","1","1.61","NULL","4.18","15","60.0","0","3735","1","0","2","0","1","0","NULL","767.55","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"25","2012-12-11 13:03:42","5","219","NULL","NULL","219","133065","3","5.0","1","1.79","0.0060","4.75","37","109.0","0","3735","1","0","2","0","1","0","NULL","765.76","0","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"28","2012-11-26 10:13:17","5","219","NULL","NULL","219","5739","4","4.5","1","2.64","0.0468","5.38","3","110.0","1","24232","3","27","1","0","1","0","NULL","116.36","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","31","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"28","2012-11-26 10:13:17","5","219","NULL","NULL","219","11244","2","3.0","1","2.2","0.0105","4.65","38","54.0","1","24232","3","27","1","0","1","0","NULL","115.24","0","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
